Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Lineage	Annotation BUSCO Missing	Annotation BUSCO Single Copy	Annotation BUSCO Total Count	Annotation BUSCO Version	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed	Assembly BioSample Collected by	Assembly BioSample Collection date	Assembly BioSample Cultivar	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage	Assembly BioSample Ecotype	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Identified by	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category	Assembly BioSample Isolate	Assembly BioSample Isolate name alias	Assembly BioSample Isolation source	Assembly BioSample Last updated	Assembly BioSample Latitude and Longitude	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name	Assembly BioSample Publication date	Assembly BioSample Sample name	Assembly BioSample Serotype	Assembly BioSample Serovar	Assembly BioSample Sex	Assembly BioSample Source type	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Submission date	Assembly BioSample Tissue	Assembly Blast URL	Assembly Description	Assembly Diploid Role	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Differences	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly RefSeq GenBank Are Different	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats ATGC Count	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_029167725.1	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae	90.81	derived_species_match	category_na	OK	na	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae subsp. pneumoniae	90.81	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5576	192	5890	Best-placed reference protein set; GeneMarkS-2+	GCF_029167725.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA940206	PRJNA940206			Klebsiella pneumoniae Genome sequencing and assembly	SAMN33555564		strain	X-CRHVKP-130		PRJNA940206						2018-10										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRHVKP-130				blood	2023-03-01T23:01:03.877		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University	Microbe.1.0		2023-03-01T00:00:00.000						live	2023-03-01T20:22:03.477	X-CRHVKP-130		2023-03-01T20:22:03.477						Complete Genome				ASM2916772v1		GCA_029167725.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2023-03-12	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University			haploid	5847666	1	5383528		3330373	57	25.3	6	6		6	1	5383528	6	5847666	5847666	98.41	32.537	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_029167725.1													X-CRHVKP-130	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_029167725.1	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae	90.81	derived_species_match	category_na	OK	na	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae subsp. pneumoniae	90.81	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5576	192	5890	Best-placed reference protein set; GeneMarkS-2+	GCF_029167725.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA940206	PRJNA940206			Klebsiella pneumoniae Genome sequencing and assembly	SAMN33555564		host	Homo sapiens		PRJNA940206						2018-10										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRHVKP-130				blood	2023-03-01T23:01:03.877		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University	Microbe.1.0		2023-03-01T00:00:00.000						live	2023-03-01T20:22:03.477	X-CRHVKP-130		2023-03-01T20:22:03.477						Complete Genome				ASM2916772v1		GCA_029167725.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2023-03-12	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University			haploid	5847666	1	5383528		3330373	57	25.3	6	6		6	1	5383528	6	5847666	5847666	98.41	32.537	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_029167725.1													X-CRHVKP-130	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_029167725.1	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae	90.81	derived_species_match	category_na	OK	na	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae subsp. pneumoniae	90.81	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5576	192	5890	Best-placed reference protein set; GeneMarkS-2+	GCF_029167725.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA940206	PRJNA940206			Klebsiella pneumoniae Genome sequencing and assembly	SAMN33555564		isolation_source	blood		PRJNA940206						2018-10										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRHVKP-130				blood	2023-03-01T23:01:03.877		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University	Microbe.1.0		2023-03-01T00:00:00.000						live	2023-03-01T20:22:03.477	X-CRHVKP-130		2023-03-01T20:22:03.477						Complete Genome				ASM2916772v1		GCA_029167725.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2023-03-12	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University			haploid	5847666	1	5383528		3330373	57	25.3	6	6		6	1	5383528	6	5847666	5847666	98.41	32.537	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_029167725.1													X-CRHVKP-130	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_029167725.1	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae	90.81	derived_species_match	category_na	OK	na	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae subsp. pneumoniae	90.81	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5576	192	5890	Best-placed reference protein set; GeneMarkS-2+	GCF_029167725.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA940206	PRJNA940206			Klebsiella pneumoniae Genome sequencing and assembly	SAMN33555564		collection_date	2018-10		PRJNA940206						2018-10										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRHVKP-130				blood	2023-03-01T23:01:03.877		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University	Microbe.1.0		2023-03-01T00:00:00.000						live	2023-03-01T20:22:03.477	X-CRHVKP-130		2023-03-01T20:22:03.477						Complete Genome				ASM2916772v1		GCA_029167725.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2023-03-12	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University			haploid	5847666	1	5383528		3330373	57	25.3	6	6		6	1	5383528	6	5847666	5847666	98.41	32.537	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_029167725.1													X-CRHVKP-130	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_029167725.1	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae	90.81	derived_species_match	category_na	OK	na	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae subsp. pneumoniae	90.81	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5576	192	5890	Best-placed reference protein set; GeneMarkS-2+	GCF_029167725.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA940206	PRJNA940206			Klebsiella pneumoniae Genome sequencing and assembly	SAMN33555564		geo_loc_name	China:Nanchang		PRJNA940206						2018-10										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRHVKP-130				blood	2023-03-01T23:01:03.877		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University	Microbe.1.0		2023-03-01T00:00:00.000						live	2023-03-01T20:22:03.477	X-CRHVKP-130		2023-03-01T20:22:03.477						Complete Genome				ASM2916772v1		GCA_029167725.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2023-03-12	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University			haploid	5847666	1	5383528		3330373	57	25.3	6	6		6	1	5383528	6	5847666	5847666	98.41	32.537	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_029167725.1													X-CRHVKP-130	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_029167725.1	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae	90.81	derived_species_match	category_na	OK	na	99.69	GCA_000788015.1	88.92	type	Klebsiella pneumoniae subsp. pneumoniae	90.81	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5576	192	5890	Best-placed reference protein set; GeneMarkS-2+	GCF_029167725.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA940206	PRJNA940206			Klebsiella pneumoniae Genome sequencing and assembly	SAMN33555564		sample_type	whole organism		PRJNA940206						2018-10										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRHVKP-130				blood	2023-03-01T23:01:03.877		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University	Microbe.1.0		2023-03-01T00:00:00.000						live	2023-03-01T20:22:03.477	X-CRHVKP-130		2023-03-01T20:22:03.477						Complete Genome				ASM2916772v1		GCA_029167725.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2023-03-12	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University			haploid	5847666	1	5383528		3330373	57	25.3	6	6		6	1	5383528	6	5847666	5847666	98.41	32.537	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_029167725.1													X-CRHVKP-130	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038977565.1	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae	91.52	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae subsp. pneumoniae	91.52	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5704	181	6007	Best-placed reference protein set; GeneMarkS-2+	GCF_038977565.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		HGAP v. 4			PRJNA1104369	PRJNA1104369			Klebsiella pneumoniae strain:JXLV-KP16 Genome sequencing	SAMN41075543		strain	JXLV-KP16		PRJNA1104369						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP16				Secretions	2024-04-24T23:01:12.503		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:23:08.015	JXLV-KP16		2024-04-24T22:23:08.017						Complete Genome				ASM3897756v1		GCA_038977565.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5955654	1	5475347		3386739	57	253	4	4		4	1	5475347	4	5955654	5955654	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038977565.1													JXLV-KP16	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038977565.1	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae	91.52	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae subsp. pneumoniae	91.52	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5704	181	6007	Best-placed reference protein set; GeneMarkS-2+	GCF_038977565.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		HGAP v. 4			PRJNA1104369	PRJNA1104369			Klebsiella pneumoniae strain:JXLV-KP16 Genome sequencing	SAMN41075543		host	Homo sapiens		PRJNA1104369						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP16				Secretions	2024-04-24T23:01:12.503		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:23:08.015	JXLV-KP16		2024-04-24T22:23:08.017						Complete Genome				ASM3897756v1		GCA_038977565.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5955654	1	5475347		3386739	57	253	4	4		4	1	5475347	4	5955654	5955654	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038977565.1													JXLV-KP16	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038977565.1	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae	91.52	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae subsp. pneumoniae	91.52	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5704	181	6007	Best-placed reference protein set; GeneMarkS-2+	GCF_038977565.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		HGAP v. 4			PRJNA1104369	PRJNA1104369			Klebsiella pneumoniae strain:JXLV-KP16 Genome sequencing	SAMN41075543		isolation_source	Secretions		PRJNA1104369						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP16				Secretions	2024-04-24T23:01:12.503		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:23:08.015	JXLV-KP16		2024-04-24T22:23:08.017						Complete Genome				ASM3897756v1		GCA_038977565.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5955654	1	5475347		3386739	57	253	4	4		4	1	5475347	4	5955654	5955654	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038977565.1													JXLV-KP16	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038977565.1	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae	91.52	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae subsp. pneumoniae	91.52	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5704	181	6007	Best-placed reference protein set; GeneMarkS-2+	GCF_038977565.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		HGAP v. 4			PRJNA1104369	PRJNA1104369			Klebsiella pneumoniae strain:JXLV-KP16 Genome sequencing	SAMN41075543		collection_date	2020		PRJNA1104369						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP16				Secretions	2024-04-24T23:01:12.503		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:23:08.015	JXLV-KP16		2024-04-24T22:23:08.017						Complete Genome				ASM3897756v1		GCA_038977565.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5955654	1	5475347		3386739	57	253	4	4		4	1	5475347	4	5955654	5955654	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038977565.1													JXLV-KP16	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038977565.1	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae	91.52	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae subsp. pneumoniae	91.52	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5704	181	6007	Best-placed reference protein set; GeneMarkS-2+	GCF_038977565.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		HGAP v. 4			PRJNA1104369	PRJNA1104369			Klebsiella pneumoniae strain:JXLV-KP16 Genome sequencing	SAMN41075543		geo_loc_name	China:Nanchang		PRJNA1104369						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP16				Secretions	2024-04-24T23:01:12.503		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:23:08.015	JXLV-KP16		2024-04-24T22:23:08.017						Complete Genome				ASM3897756v1		GCA_038977565.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5955654	1	5475347		3386739	57	253	4	4		4	1	5475347	4	5955654	5955654	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038977565.1													JXLV-KP16	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038977565.1	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae	91.52	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	87.99	type	Klebsiella pneumoniae subsp. pneumoniae	91.52	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5704	181	6007	Best-placed reference protein set; GeneMarkS-2+	GCF_038977565.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		HGAP v. 4			PRJNA1104369	PRJNA1104369			Klebsiella pneumoniae strain:JXLV-KP16 Genome sequencing	SAMN41075543		sample_type	whole organism		PRJNA1104369						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP16				Secretions	2024-04-24T23:01:12.503		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:23:08.015	JXLV-KP16		2024-04-24T22:23:08.017						Complete Genome				ASM3897756v1		GCA_038977565.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5955654	1	5475347		3386739	57	253	4	4		4	1	5475347	4	5955654	5955654	99.07	88.0407	0.25	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038977565.1													JXLV-KP16	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038979805.1	99.71	GCA_000788015.1	88.7	type	Klebsiella pneumoniae	91.63	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.7	type	Klebsiella pneumoniae subsp. pneumoniae	91.63	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5673	163	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_038979805.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		canu v. 1.8			PRJNA1104370	PRJNA1104370			Klebsiella pneumoniae strain:JXLV-KP19 Genome sequencing	SAMN41075591		strain	JXLV-KP19		PRJNA1104370						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP19				blood	2024-04-24T23:01:14.463		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:34:04.294	JXLV-KP19		2024-04-24T22:34:04.293						Complete Genome				ASM3897980v1		GCA_038979805.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5915288	1	5475610		3370195	57	25	6	6		6	1	5475610	6	5915288	5915288	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038979805.1													JXLV-KP19	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038979805.1	99.71	GCA_000788015.1	88.7	type	Klebsiella pneumoniae	91.63	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.7	type	Klebsiella pneumoniae subsp. pneumoniae	91.63	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5673	163	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_038979805.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		canu v. 1.8			PRJNA1104370	PRJNA1104370			Klebsiella pneumoniae strain:JXLV-KP19 Genome sequencing	SAMN41075591		host	Homo sapiens		PRJNA1104370						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP19				blood	2024-04-24T23:01:14.463		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:34:04.294	JXLV-KP19		2024-04-24T22:34:04.293						Complete Genome				ASM3897980v1		GCA_038979805.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5915288	1	5475610		3370195	57	25	6	6		6	1	5475610	6	5915288	5915288	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038979805.1													JXLV-KP19	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_038979805.1	99.71	GCA_000788015.1	88.7	type	Klebsiella pneumoniae	91.63	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.7	type	Klebsiella pneumoniae subsp. pneumoniae	91.63	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5673	163	5958	Best-placed reference protein set; GeneMarkS-2+	GCF_038979805.1-RS_2025_05_18	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-18		6.10		canu v. 1.8			PRJNA1104370	PRJNA1104370			Klebsiella pneumoniae strain:JXLV-KP19 Genome sequencing	SAMN41075591		isolation_source	blood		PRJNA1104370						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP19				blood	2024-04-24T23:01:14.463		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:34:04.294	JXLV-KP19		2024-04-24T22:34:04.293						Complete Genome				ASM3897980v1		GCA_038979805.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-01	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5915288	1	5475610		3370195	57	25	6	6		6	1	5475610	6	5915288	5915288	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_038979805.1													JXLV-KP19	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
